Geo Point,Geo Shape,Batch_ID,TargetStartDate,TargetDeliveryDate,OperationalArea,DNO,Status,days_outstanding,rag_status,PVC Date,days_since_pvc_date
"51.41787637444321, -0.2289517043561636","{""coordinates"": [[[-0.232631732841094, 51.41568380987337], [-0.232458401731131, 51.42017746449226], [-0.225271324919511, 51.420068856914085], [-0.225445360024523, 51.415575219655786], [-0.232631732841094, 51.41568380987337]]], ""type"": ""Polygon""}",TQ2370SW,2024-07-15,2024-09-09,South,LPN,Complete,-566,Complete,2024-10-28T00:00:00+00:00,-517
"51.4308085317164, -0.19248683073421854","{""coordinates"": [[[-0.196169630624401, 51.42861714439314], [-0.195992642381895, 51.43311069979294], [-0.188803679682229, 51.43299983672953], [-0.188981372388055, 51.428506299052316], [-0.196169630624401, 51.42861714439314]]], ""type"": ""Polygon""}",TQ2571NE,2024-08-12,2024-10-21,South,LPN,Complete,-524,Complete,2025-02-13T00:00:00+00:00,-409
"51.509138987450136, -0.03086970368398594","{""coordinates"": [[[-0.034566525354148, 51.5069528587556], [-0.034373143548664, 51.511445936296084], [-0.027172529502959, 51.51132503283893], [-0.027366618695109, 51.5068319746363], [-0.034566525354148, 51.5069528587556]]], ""type"": ""Polygon""}",TQ3680NE,2024-08-12,2024-10-21,South,LPN,Complete,-524,Complete,2025-02-18T00:00:00+00:00,-404
"51.51113034432611, -0.15328123277176972","{""coordinates"": [[[-0.15697245376822, 51.50894030133332], [-0.156791100107359, 51.51343369682018], [-0.14958965905055, 51.51332030459496], [-0.149771720380947, 51.50882692724617], [-0.15697245376822, 51.50894030133332]]], ""type"": ""Polygon""}",TQ2880NW,2024-12-02,2025-03-07,North West,LPN,Complete,-387,Complete,2025-05-08T01:00:00+01:00,-325
"51.513149477971695, -0.13878757503005956","{""coordinates"": [[[-0.135370395290645, 51.50859885361342], [-0.142571034160741, 51.5087131113373], [-0.142388265176949, 51.51320647047741], [-0.142205448826876, 51.517699825688084], [-0.135003394499297, 51.51758553140215], [-0.135186918669657, 51.51309219447428], [-0.135370395290645, 51.50859885361342]]], ""type"": ""Polygon""}",CE-0005,2026-02-02,2026-04-07,Central,LPN,Planned,9,Not yet started,,
"51.490380068689745, 0.07906131776847379","{""coordinates"": [[[0.07240755051201, 51.48262926047505], [0.072611277275608, 51.487122060753514], [0.065414917878849, 51.48724904679076], [0.065617990998467, 51.491741863336294], [0.065821116718884, 51.49623467584327], [0.073018889116957, 51.496107649183045], [0.080216608713538, 51.49598018106387], [0.080012069827245, 51.491487409254326], [0.08720902988387, 51.49135952013822], [0.087414275325965, 51.495852271493305], [0.094611888771579, 51.49572392047896], [0.094405936791855, 51.4912311896488], [0.094200038143327, 51.48673845476412], [0.087003837590384, 51.48686676473262], [0.079807583906966, 51.4869946333983], [0.079603150934599, 51.482501853495805], [0.07240755051201, 51.48262926047505]]], ""type"": ""Polygon""}",SE-0015,2026-02-09,2026-04-14,South East,LPN,Planned,16,Not yet started,,
"51.49238957385395, 0.01402559393503786","{""coordinates"": [[[0.029232846669081, 51.483384435889214], [0.022036880847437, 51.48350875397832], [0.022235663648233, 51.488001694915916], [0.015038940005522, 51.48812559151758], [0.007842165058038, 51.48824904674168], [0.000645338988399, 51.48837206058089], [0.000842053622302, 51.4928650567406], [0.001038819213126, 51.49735804889692], [0.001235635778295, 51.50185103704972], [0.008434582102802, 51.50172796417337], [0.008237058603282, 51.49723499570345], [0.015435246836315, 51.497111500984126], [0.022633383729481, 51.49698756474624], [0.02243449793638, 51.492494631838575], [0.029631876607999, 51.49237027398005], [0.029432335803566, 51.48787735694403], [0.029232846669081, 51.483384435889214]]], ""type"": ""Polygon""}",SE-0016,2026-02-16,2026-04-21,South East,LPN,Planned,23,Not yet started,,
"51.410539840545496, 0.05236919543149313","{""coordinates"": [[[0.04001726946737, 51.40226192795851], [0.032834089351554, 51.40238676886656], [0.033033354478635, 51.406879742366094], [0.040217237616879, 51.406754881504604], [0.04041725748268, 51.41124783102526], [0.040617329082418, 51.415740776520416], [0.040817452433742, 51.420233717989994], [0.041017627554311, 51.424726655433936], [0.048204272810612, 51.424601274357045], [0.048003393959042, 51.42010835695239], [0.055189283533424, 51.41998255562971], [0.062375120975249, 51.419856314029445], [0.062172887029082, 51.415363432876745], [0.069357968660716, 51.415236771252474], [0.069155083696407, 51.41074390630458], [0.07633940955359, 51.41061682480035], [0.076135873934185, 51.406123976119716], [0.068952251192067, 51.4062510373155], [0.06176857600784, 51.40637765845936], [0.061566498897102, 51.40188476519485], [0.054383474421538, 51.402010926115224], [0.047200397884497, 51.40213664703893], [0.046999778610252, 51.397643709487205], [0.039817353016521, 51.39776897038704], [0.04001726946737, 51.40226192795851]]], ""type"": ""Polygon""}",SE-0017,2026-02-16,2026-04-21,South East,LPN,Planned,23,Not yet started,,
"51.4487856484156, -0.036665869735829616","{""coordinates"": [[[-0.037461250646921, 51.43955621753415], [-0.037268618467367, 51.44404935483705], [-0.044458690746376, 51.44416952789921], [-0.051648812698995, 51.444289260230214], [-0.051457540377897, 51.4487824319082], [-0.044266713559751, 51.448662680432946], [-0.044074686682582, 51.45315582898659], [-0.043882610097894, 51.4576489735601], [-0.036690422726795, 51.45752874284281], [-0.029498285262463, 51.457408071190365], [-0.02969177225581, 51.4529149651315], [-0.029885209177296, 51.448421855084966], [-0.022694531977208, 51.448300781226514], [-0.022888623658378, 51.443807686547714], [-0.030078596044019, 51.44392874105084], [-0.030271932873066, 51.439435623029134], [-0.037461250646921, 51.43955621753415]]], ""type"": ""Polygon""}",SE-0021,2026-03-02,2026-05-06,South East,LPN,In Progress,38,In progress and on target,,
"51.45378689137058, 0.22140689362439153","{""coordinates"": [[[0.207813061102227, 51.45317859022128], [0.208029865688219, 51.45767101603208], [0.215220902711373, 51.457535335322916], [0.215438468357797, 51.46202773532087], [0.222630154006069, 51.46189159210887], [0.229821783153998, 51.46175500809505], [0.230040815311841, 51.46624736036329], [0.237233092844947, 51.46611031364754], [0.237013355619535, 51.46161798328751], [0.236793675258521, 51.45712564879042], [0.229602807678513, 51.45726265169401], [0.229383888866037, 51.4527702911603], [0.229165026697222, 51.44827792649401], [0.228946221152734, 51.44378555769522], [0.221757410532682, 51.443922054400154], [0.214568543489399, 51.444058110584514], [0.207379620204694, 51.44419372624025], [0.207596312614102, 51.448686160290634], [0.207813061102227, 51.45317859022128]]], ""type"": ""Polygon""}",SE-0022,2026-04-13,2026-06-15,South East,LPN,Planned,78,Not yet started,,
"51.52073446687274, -0.1925321858653762","{""coordinates"": [[[-0.199823573831486, 51.51859826898837], [-0.199646374705053, 51.52309176401849], [-0.199469129645935, 51.52758525514727], [-0.192265284941069, 51.52747446125241], [-0.185061486367983, 51.52736322521327], [-0.185240148040737, 51.522869769604895], [-0.185418763414257, 51.51837631008825], [-0.185597332504383, 51.51388284666332], [-0.192799006730447, 51.513994029326305], [-0.200000727040952, 51.51410477005693], [-0.199823573831486, 51.51859826898837]]], ""type"": ""Polygon""}",NW-0021,2026-03-02,2026-05-06,North West,LPN,Planned,38,Not yet started,,
"51.5372153137085, -0.09743098338542866","{""coordinates"": [[[-0.105636298957401, 51.53060370041912], [-0.105449750377245, 51.535096947719346], [-0.105263153432727, 51.539590191071895], [-0.105076508107285, 51.544083430476746], [-0.097870443162026, 51.5439668146207], [-0.098057797325415, 51.53947359387357], [-0.090852489782487, 51.53935655440707], [-0.083647230987365, 51.53923907267934], [-0.083835953845497, 51.53474588550103], [-0.091040504019413, 51.53486334843336], [-0.098245102924448, 51.53498036917512], [-0.098432359975753, 51.53048714052532], [-0.105636298957401, 51.53060370041912]]], ""type"": ""Polygon""}",NW-0022,2026-03-09,2026-05-13,North West,LPN,Planned,45,Not yet started,,
"51.46517355708177, 0.020626328946625708","{""coordinates"": [[[0.013653481277159, 51.45667478203937], [0.013851250266157, 51.46116776685435], [0.006658710794528, 51.46129110368539], [0.006855825526511, 51.46578410421223], [0.014049070454813, 51.46566074765866], [0.014246941860621, 51.47015372445219], [0.014444864501081, 51.474646697234924], [0.014642838393705, 51.479139666006766], [0.021838149516392, 51.47901580902582], [0.021639469637513, 51.474522860058535], [0.028834023339331, 51.4743985817233], [0.028634689108772, 51.46990564861237], [0.028435406477576, 51.46541271148283], [0.035628497207452, 51.46528803187531], [0.035428560753987, 51.460795110661], [0.028236175428118, 51.46091977033481], [0.028036995942778, 51.456426825168336], [0.020845264292157, 51.45655102404245], [0.02064684141056, 51.452058055002034], [0.013455763470334, 51.45218179321372], [0.013653481277159, 51.45667478203937]]], ""type"": ""Polygon""}",SE-0025,2026-02-23,2026-04-28,South East,LPN,In Progress,30,In progress and on target,,
"51.56402692248008, -0.23049353537824083","{""coordinates"": [[[-0.23444587302078, 51.55509398281974], [-0.234271854224656, 51.559587534323434], [-0.241480935864911, 51.55969579641701], [-0.241307581806073, 51.56418936136449], [-0.248517418294573, 51.564297198030566], [-0.248344729340739, 51.56879077635788], [-0.241134182775979, 51.568682922431094], [-0.240960738759215, 51.57317647961674], [-0.233749526936356, 51.573068165528625], [-0.22653836029963, 51.57295940854977], [-0.226713224790504, 51.56846588610476], [-0.219502813737684, 51.56835670371813], [-0.219678342903825, 51.563863194858456], [-0.212468687403761, 51.56375358720871], [-0.212644880877368, 51.55926009199828], [-0.21985382654707, 51.5593696821076], [-0.220029264683014, 51.55487616546559], [-0.227237546197899, 51.55498529544326], [-0.23444587302078, 51.55509398281974]]], ""type"": ""Polygon""}",NW-0023,2026-03-16,2026-05-20,North West,LPN,Planned,52,Not yet started,,
"51.46958417988704, 0.1720923742298006","{""coordinates"": [[[0.165095102104061, 51.462968394679095], [0.165307787789906, 51.46746094095556], [0.165520528538176, 51.47195348313708], [0.158326986742903, 51.47208614205958], [0.158539076949563, 51.47657870135895], [0.151344774613667, 51.476710940409745], [0.151556213914146, 51.48120351676481], [0.158751222073971, 51.48107125656734], [0.165946175297249, 51.48093855521478], [0.165733324367682, 51.47644602122349], [0.172927516685711, 51.47631290001122], [0.180121653721346, 51.47617933773004], [0.187315735292291, 51.47604533438786], [0.187100822707429, 51.47155286036265], [0.186885965750504, 51.46706038222988], [0.179693295129719, 51.467194342727964], [0.179479198983537, 51.462701839071926], [0.186671164402516, 51.462567899989594], [0.186456418644475, 51.45807541364191], [0.179265158245202, 51.458209331312666], [0.172073842456972, 51.45834280820391], [0.164882471461834, 51.458475844307735], [0.165095102104061, 51.462968394679095]]], ""type"": ""Polygon""}",SE-0027,2026-03-23,2026-05-27,South East,LPN,Planned,59,Not yet started,,
"51.539891691027535, 0.011659505833449407","{""coordinates"": [[[0.002812005469982, 51.537794798140155], [0.003009281589805, 51.542287750259035], [0.003206608858688, 51.54678069837384], [0.010412634591602, 51.54665742845636], [0.017618608974473, 51.54653371623656], [0.01741986419263, 51.54204080763539], [0.024625078311983, 51.54191667298343], [0.024425676499246, 51.53742378022933], [0.017221170926586, 51.53754789502238], [0.017022529158706, 51.53305497839764], [0.009818680468874, 51.53317863125264], [0.002614780481712, 51.53330184201725], [0.002812005469982, 51.537794798140155]]], ""type"": ""Polygon""}",NE-0050,2026-04-20,2026-06-22,North East,LPN,Planned,85,Not yet started,,
"51.5163108150484, -0.23954959647986826","{""coordinates"": [[[-0.243384866810381, 51.510266325857486], [-0.250586196709587, 51.51037395565852], [-0.250414044192982, 51.51486758051543], [-0.257616126584859, 51.51497478555237], [-0.257444637521421, 51.51946842368478], [-0.257273104007011, 51.523962057943145], [-0.250069605287573, 51.523854818597016], [-0.242866151217691, 51.52374713712532], [-0.235662741980695, 51.52363901353444], [-0.228459377759908, 51.52353044783085], [-0.228633744204064, 51.51903688262145], [-0.221431133376728, 51.51892789225041], [-0.221606162647536, 51.51443434058893], [-0.221781146566593, 51.50994078503643], [-0.228982341555752, 51.51004974053999], [-0.236183581698058, 51.51015825414916], [-0.23635710497668, 51.505664659919105], [-0.243557682413799, 51.50577271434002], [-0.243384866810381, 51.510266325857486]]], ""type"": ""Polygon""}",NW-0025,2026-04-07,2026-06-09,North West,LPN,Planned,72,Not yet started,,
"51.556176412166025, 0.048805298124097125","{""coordinates"": [[[0.046845305347335, 51.55502008985131], [0.039638120295084, 51.55514561136782], [0.032430883123446, 51.55527069047027], [0.025223594015949, 51.555395327151224], [0.025423202731565, 51.55988820384211], [0.025622863217203, 51.564381076517044], [0.032831571033829, 51.56425639994183], [0.040040226879003, 51.56413128080373], [0.047248830569073, 51.564005719110185], [0.054457381920394, 51.563879714868655], [0.054659932606791, 51.5683725032913], [0.06186914099414, 51.56824603627344], [0.061665880749329, 51.56375326808668], [0.061462673210501, 51.559260495864166], [0.061259518359606, 51.554767719606], [0.061056416178602, 51.550274939312246], [0.068262734781924, 51.550148110893076], [0.068058976446523, 51.54565534685444], [0.060853366649453, 51.54578215498298], [0.060650369754136, 51.541289366618265], [0.053445415964106, 51.54141571228051], [0.053647704218523, 51.545908520861246], [0.04644198933711, 51.54603444448175], [0.046643621199739, 51.55052726918033], [0.046845305347335, 51.55502008985131]]], ""type"": ""Polygon""}",NE-0051,2026-04-13,2026-06-15,North East,LPN,Planned,78,Not yet started,,
"51.54865074041758, -0.15657020025071178","{""coordinates"": [[[-0.162726754565076, 51.54500043229927], [-0.162545733605158, 51.54949381450259], [-0.162364665699897, 51.553987192786906], [-0.155156800224713, 51.553874079694076], [-0.155338577465889, 51.54938071950912], [-0.148131468455611, 51.549267182051345], [-0.148313907703988, 51.54477383611039], [-0.155520307578106, 51.54488735540162], [-0.162726754565076, 51.54500043229927]]], ""type"": ""Polygon""}",NW-0027,2026-04-13,2026-06-15,North West,LPN,Planned,78,Not yet started,,
"51.485696256872025, -0.19463802033615066","{""coordinates"": [[[-0.201416301589473, 51.47815663816102], [-0.201239515150816, 51.4826501683021], [-0.201062682920661, 51.487143694542084], [-0.200885804883353, 51.4916372168809], [-0.193687621567872, 51.491526564687966], [-0.186489484258082, 51.49141547091554], [-0.186667775980122, 51.48692198404154], [-0.186846021529457, 51.48242849325944], [-0.194042745353016, 51.48253955149998], [-0.194220238276408, 51.4780460390491], [-0.201416301589473, 51.47815663816102]]], ""type"": ""Polygon""}",NW-0028,2026-04-20,2026-06-22,North West,LPN,Planned,85,Not yet started,,
"51.49616836471217, -0.17405545462465735","{""coordinates"": [[[-0.179112348224742, 51.495797400694435], [-0.186311146347546, 51.49590895388144], [-0.186132762232717, 51.50040243293918], [-0.178933256925485, 51.50029086190696], [-0.171733798021332, 51.5001788491674], [-0.164534385703203, 51.5000663947271], [-0.164714891323652, 51.49557296941663], [-0.164895350191162, 51.491079540187464], [-0.172093348386904, 51.49119195865866], [-0.179291393136817, 51.49130393557022], [-0.179112348224742, 51.495797400694435]]], ""type"": ""Polygon""}",NW-0029,2026-04-27,2026-06-29,North West,LPN,Planned,92,Not yet started,,
"51.43812248320207, 0.08118372299096846","{""coordinates"": [[[0.063387075775568, 51.442320659230425], [0.07057638110878, 51.4421938760701], [0.077765633856535, 51.44206665229569], [0.077969591110929, 51.44655946861283], [0.085159495641982, 51.44643178382136], [0.08495483383691, 51.441938987914746], [0.092143980867994, 51.44181088293482], [0.099333074767884, 51.441682337363524], [0.099127057228818, 51.43718957843122], [0.098921092984614, 51.43269681544129], [0.091733407568013, 51.432825319922294], [0.084545669056476, 51.43295338395253], [0.077357877631784, 51.4330810075244], [0.070170033475724, 51.43320819063035], [0.062982136770093, 51.433334933262856], [0.063184580080023, 51.43782779826548], [0.063387075775568, 51.442320659230425]]], ""type"": ""Polygon""}",SE-0031,2026-04-27,2026-06-29,South East,LPN,Planned,92,Not yet started,,
"51.53383615987674, 0.0368830902656737","{""coordinates"": [[[0.031230065283437, 51.52831346558229], [0.031430071913431, 51.53280634644588], [0.024226326367969, 51.5329308834596], [0.024425676499246, 51.53742378022933], [0.031630130390419, 51.53729922328998], [0.031830240732151, 51.54179209611454], [0.039035351269787, 51.54166707703612], [0.046240409741549, 51.54154161575563], [0.046038882395163, 51.53704878300205], [0.045837407280068, 51.53255594622106], [0.045635984378388, 51.52806310541274], [0.03843305083713, 51.52818850649265], [0.038232388074796, 51.52369564159804], [0.031030110482696, 51.523820580699294], [0.031230065283437, 51.52831346558229]]], ""type"": ""Polygon""}",NE-0053,2026-05-05,2026-07-06,North East,LPN,Planned,99,Not yet started,,
"51.50664981502991, -0.01656722785003889","{""coordinates"": [[[-0.020166762313747, 51.50671064881376], [-0.027366618695109, 51.5068319746363], [-0.027172529502959, 51.51132503283893], [-0.019971965752134, 51.511203687607996], [-0.012771452479157, 51.5110819006105], [-0.012966956392971, 51.506588881295215], [-0.005767201115677, 51.506466672087896], [-0.005963361538024, 51.50197366832238], [-0.013162409663333, 51.502095857984024], [-0.020361508414807, 51.50221760602741], [-0.020166762313747, 51.50671064881376]]], ""type"": ""Polygon""}",NE-0054,2026-05-05,2026-07-06,North East,LPN,Planned,99,Not yet started,,
"51.491632925901996, 0.046165779714241365","{""coordinates"": [[[0.029432335803566, 51.48787735694403], [0.029631876607999, 51.49237027398005], [0.02983146910005, 51.49686318699715], [0.037029502765298, 51.49673836774426], [0.044227484542508, 51.49661310699498], [0.051425414248974, 51.49648740475675], [0.058623291701997, 51.496361261036995], [0.065821116718884, 51.49623467584327], [0.065617990998467, 51.491741863336294], [0.065414917878849, 51.48724904679076], [0.058218505899238, 51.48737559150245], [0.051022041519335, 51.48750169488109], [0.051223701766379, 51.49199455183425], [0.044026478705648, 51.492120233970454], [0.043825524921704, 51.48762735691921], [0.03662895628892, 51.487752577609335], [0.036428760838406, 51.48325967650775], [0.029232846669081, 51.483384435889214], [0.029432335803566, 51.48787735694403]]], ""type"": ""Polygon""}",SE-0033,2026-05-05,2026-07-06,South East,LPN,Planned,99,Not yet started,,
"51.52581835749166, -0.08781480220677851","{""coordinates"": [[[-0.084401829000189, 51.521266300214215], [-0.091604254410353, 51.52138370678243], [-0.091416386316671, 51.52587692462098], [-0.091228469525248, 51.53037013850465], [-0.084024627789185, 51.53025269436404], [-0.084213252835171, 51.52575949926842], [-0.084401829000189, 51.521266300214215]]], ""type"": ""Polygon""}",NE-0055,2026-04-20,2026-06-22,North East,LPN,Planned,85,Not yet started,,
"51.54729184579716, -0.2639939011740299","{""coordinates"": [[[-0.249380191560096, 51.541829248231124], [-0.256586525135202, 51.54193655623598], [-0.263792903237465, 51.542043421826136], [-0.270999325683288, 51.54214984499525], [-0.27820579228907, 51.542255825736994], [-0.278036163900857, 51.546749491719936], [-0.277866491521261, 51.55124315383877], [-0.270658606295211, 51.55113713917186], [-0.270488180323455, 51.555630780459], [-0.263279629717059, 51.55552430618491], [-0.263450765259379, 51.551030681936076], [-0.256242968597494, 51.550923782137815], [-0.249035216493278, 51.55081643978342], [-0.249207726389702, 51.54632284594602], [-0.249380191560096, 51.541829248231124]]], ""type"": ""Polygon""}",NW-0032,2026-05-18,2026-07-17,North West,LPN,Planned,110,Not yet started,,
